timeframe,target_pips,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,50,3,pin_bull+mtf_volatility,161,0.72670807,1.45769874,43,0.65116279,1.34530662,0.50171782,27,0.74074074,1.67991619,0.55321429
d1,50,3,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.72000000,1.44424306,23,0.65217391,1.34739561,0.44890335,57,0.54385965,1.23341215,0.41590686
d1,50,3,pin_bull+mtf_di_bull,189,0.71428571,1.43278081,57,0.66666667,1.37733773,0.53722512,26,0.61538462,1.39562268,0.42534850
d1,50,3,rci_bull+pin_bull+mtf_di_bull,136,0.71323529,1.43067378,35,0.60000000,1.23960396,0.43572709,20,0.55000000,1.24733777,0.34208534
d1,50,3,sma_stack_bull+pin_bull,195,0.70769231,1.41955514,51,0.66666667,1.37733773,0.52968378,63,0.61904762,1.40392996,0.49558630
d1,50,3,pin_bull+mtf_di_bull+cross_group_return_up,129,0.70542636,1.41500989,32,0.62500000,1.29125413,0.45254407,17,0.58823529,1.33405109,0.36005443
d1,50,3,trend_bull+pin_bull+cross_group_return_up,144,0.70138889,1.40691116,26,0.53846154,1.11246509,0.35457939,31,0.54838710,1.24367989,0.37772168
d1,50,3,trend_bull+pin_bull+mtf_price200_bull+cross_group_return_up,133,0.69924812,1.40261701,26,0.53846154,1.11246509,0.35457939,29,0.55172414,1.25124792,0.37547963
d1,50,3,trend_bull+pin_bull+cross_group_bull,128,0.69531250,1.39472257,26,0.53846154,1.11246509,0.35457939,27,0.59259259,1.34393295,0.40726701
d1,50,3,trend_bull+pin_bull,246,0.69512195,1.39434035,55,0.65454545,1.35229523,0.52253904,64,0.64062500,1.45286502,0.51820851
d1,50,3,trend_bull+adx_up3+volatility+mtf_volatility,206,0.69417476,1.39244038,26,0.69230769,1.43031226,0.50011742,47,0.53191489,1.20632280,0.39232383
d1,50,3,trend_bull+pin_bull+mtf_di_bull,124,0.69354839,1.39118395,30,0.60000000,1.23960396,0.42320360,22,0.59090909,1.34011496,0.38734818
d1,50,3,pin_bull+cross_group_return_up,211,0.69194313,1.38796397,48,0.60416667,1.24821232,0.46310408,42,0.59523810,1.34993265,0.44494313
d1,50,3,trend_bull+pin_bull+mtf_price200_bull+cross_group_bull,120,0.69166667,1.38740942,26,0.53846154,1.11246509,0.35457939,25,0.60000000,1.36073211,0.40739457
d1,50,3,price200_bull+pin_bull+mtf_di_bull,155,0.69032258,1.38471333,35,0.62857143,1.29863272,0.46336937,25,0.60000000,1.36073211,0.40739457
d1,50,3,rci_bull+pin_bull+mtf_price200_bull+cross_group_return_up,132,0.68939394,1.38285057,28,0.57142857,1.18057520,0.39070786,26,0.46153846,1.04671701,0.28755854
d1,50,3,pin_bull+mtf_price200_bull+cross_group_return_up,164,0.68902439,1.38210930,35,0.60000000,1.23960396,0.43572709,32,0.56250000,1.27568636,0.39325591
d1,50,3,price200_bull+pin_bull+cross_group_return_up,179,0.68715084,1.37835115,29,0.55172414,1.13986571,0.37547963,40,0.57500000,1.30403494,0.42195069
d1,50,3,sma_stack_bull+pin_bull+mtf_price200_bull,150,0.68666667,1.37737995,48,0.66666667,1.37733773,0.52540110,44,0.54545455,1.23702919,0.40066183
d1,50,3,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,0.68666667,1.37737995,29,0.55172414,1.13986571,0.37547963,32,0.56250000,1.27568636,0.39325591
d1,50,3,rci_bull+pin_bull+cross_group_return_up,134,0.68656716,1.37718036,32,0.59375000,1.22669142,0.42260025,30,0.46666667,1.05834720,0.30232389
d1,50,3,rci_bull+pin_bull,237,0.68354430,1.37111683,68,0.73529412,1.51912250,0.61992266,52,0.53846154,1.22116985,0.40503611
d1,50,3,adx_up3+atr_expand+mtf_volatility,218,0.68348624,1.37100036,37,0.83783784,1.73097850,0.68863516,59,0.47457627,1.07628529,0.35265877
d1,50,3,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,0.68292683,1.36987824,24,0.54166667,1.11908691,0.35074865,30,0.46666667,1.05834720,0.30232389
d1,50,3,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,0.68275862,1.36954083,17,0.58823529,1.21529800,0.36005443,45,0.62222222,1.41112960,0.47629934
d1,50,3,pin_bull+cross_group_bull,185,0.68108108,1.36617587,46,0.60869565,1.25756924,0.46456843,37,0.62162162,1.40976750,0.46100430
d1,50,3,trend_bull+rci_bull+pin_bull,162,0.67901235,1.36202620,42,0.64285714,1.32814710,0.49166366,42,0.54761905,1.24193804,0.39949119
d1,50,3,price200_bull+pin_bull,327,0.67889908,1.36179901,65,0.69230769,1.43031226,0.57202357,81,0.64197531,1.45592736,0.53333062
d1,50,3,pin_bull+mtf_price200_bull+cross_group_bull,146,0.67808219,1.36016042,34,0.58823529,1.21529800,0.42221594,28,0.60714286,1.37693130,0.42409044
d1,50,3,rci_bull+pin_bull+mtf_price200_bull,214,0.67757009,1.35913320,58,0.70689655,1.46045294,0.57987099,43,0.53488372,1.21305576,0.38915640
d1,50,3,trend_bull+rci_bull+pin_bull+mtf_price200_bull,158,0.67721519,1.35842130,41,0.63414634,1.31015053,0.48120701,38,0.52631579,1.19362466,0.37258971
d1,50,3,adx_up3+atr_expand,229,0.67685590,1.35770060,38,0.81578947,1.68542644,0.66581142,60,0.46666667,1.05834720,0.34627906
d1,50,3,price200_bull+rci_bull+pin_bull+mtf_price200_bull,191,0.67539267,1.35476552,50,0.70000000,1.44620462,0.56249650,43,0.53488372,1.21305576,0.38915640
d1,50,3,price200_bull+rci_bull+pin_bull,202,0.67326733,1.35050231,51,0.70588235,1.45835760,0.57000924,52,0.53846154,1.22116985,0.40503611
d1,50,3,price200_bull+pin_bull+cross_group_bull,159,0.67295597,1.34987777,29,0.55172414,1.13986571,0.37547963,35,0.60000000,1.36073211,0.43572709
d1,50,3,price200_bull+pin_bull+mtf_price200_bull+cross_group_bull,134,0.67164179,1.34724166,29,0.55172414,1.13986571,0.37547963,28,0.60714286,1.37693130,0.42409044
d1,50,3,trend_bull+pin_bull+mtf_price200_bull,204,0.67156863,1.34709490,51,0.64705882,1.33682780,0.50986058,48,0.58333333,1.32293400,0.44281332
d1,50,3,price200_bull+pin_bull+cross_target_relative_up,143,0.67132867,1.34661358,40,0.62500000,1.29125413,0.47032439,28,0.60714286,1.37693130,0.42409044
d1,50,3,sma_stack_bull+adx25+atr_expand,155,0.67096774,1.34588959,17,0.58823529,1.21529800,0.36005443,45,0.62222222,1.41112960,0.47629934
d1,50,3,pin_bull+cross_target_relative_up,179,0.67039106,1.34473283,60,0.70000000,1.44620462,0.57491292,30,0.63333333,1.43632834,0.45513564
d1,50,3,pin_bull+mtf_price200_bull,270,0.67037037,1.34469133,73,0.71232877,1.47167593,0.59994537,53,0.58490566,1.32649986,0.45094422
d1,50,3,adx_up3+volatility+mtf_volatility,546,0.66666667,1.33726209,81,0.74074074,1.53037526,0.63595651,120,0.59166667,1.34183306,0.50220783
d1,50,3,price200_bull+pin_bull+mtf_price200_bull,243,0.66666667,1.33726209,62,0.69354839,1.43287555,0.57032784,53,0.58490566,1.32649986,0.45094422
d1,50,3,pin_bull+mtf_price200_bull+cross_target_relative_up,123,0.66666667,1.33726209,45,0.66666667,1.37733773,0.52070488,19,0.57894737,1.31298713,0.36275904
d1,50,3,price200_bull+adx_up3+volatility+mtf_volatility,278,0.66187050,1.32764150,39,0.71794872,1.48328679,0.56224681,60,0.51666667,1.17174154,0.39307810
d1,50,3,adx25+pin_bull,204,0.66176471,1.32742928,25,0.68000000,1.40488449,0.48410269,36,0.72222222,1.63791828,0.56007510
d1,50,3,adx25+volatility+inside_bar+mtf_volatility,202,0.65841584,1.32071182,23,0.73913043,1.52704836,0.53529995,30,0.53333333,1.20953966,0.36142300
d1,50,3,sma_stack_bull+adx_up3+volatility,297,0.65656566,1.31700054,38,0.73684211,1.52232065,0.57991154,82,0.54878049,1.24457205,0.44130776
d1,50,3,price200_bull+adx25+pin_bull,142,0.65492958,1.31371875,18,0.66666667,1.37733773,0.43749467,30,0.66666667,1.51192457,0.48780052
d1,50,3,price200_bull+volatility+inside_bar+close_near_high,132,0.65151515,1.30686977,20,0.45000000,0.92970297,0.25819786,25,0.48000000,1.08858569,0.30031286
d1,50,3,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,0.65000000,1.30383054,34,0.73529412,1.51912250,0.56882859,33,0.69696970,1.58064841,0.52661865
d1,50,3,sma_stack_bull+volatility+inside_bar+mtf_volatility,166,0.64457831,1.29295522,15,0.60000000,1.23960396,0.35746830,34,0.44117647,1.00053832,0.28883482
d1,50,3,volatility+nr7+mtf_di_bull,168,0.64285714,1.28950273,40,0.65000000,1.34290429,0.49505881,20,0.90000000,2.04109817,0.69896635
d1,50,3,trend_bull+adx_up3+volatility,341,0.64222874,1.28824222,41,0.75609756,1.56210255,0.60656664,70,0.52857143,1.19874019,0.41321887
d1,50,3,sma_stack_bull+atr_expand+mtf_volatility,238,0.63865546,1.28107461,48,0.68750000,1.42037954,0.54666929,83,0.55421687,1.25690115,0.44725016
d1,50,3,sma_stack_bull+rci_bull+atr_expand+mtf_volatility,143,0.63636364,1.27647745,31,0.70967742,1.46619823,0.53407671,44,0.59090909,1.34011496,0.44409754
d1,50,3,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,0.63513514,1.27401321,37,0.72972973,1.50762644,0.57021832,39,0.41025641,0.93041512,0.27079310
d1,50,3,sma_stack_bull+volatility+nr7,145,0.63448276,1.27270461,26,0.65384615,1.35085047,0.46220571,41,0.75609756,1.71474372,0.60656664
d1,50,3,trend_bull+adx25+atr_expand+mtf_volatility,164,0.63414634,1.27202979,25,0.56000000,1.15696370,0.37067332,46,0.60869565,1.38045287,0.46456843
d1,50,3,sma_stack_bull+adx25+volatility+mtf_volatility,428,0.63317757,1.27008654,61,0.44262295,0.91446194,0.32507806,89,0.59550562,1.35053936,0.49164225
d1,50,3,adx25+nr7+mtf_volatility,139,0.63309353,1.26991796,18,0.55555556,1.14778144,0.33716416,25,0.72000000,1.63287854,0.52423395
d1,50,3,adx25+volatility+inside_bar+close_near_high,128,0.63281250,1.26935425,12,0.58333333,1.20517052,0.31951131,22,0.72727273,1.64937226,0.51848266
d1,50,3,trend_bull+adx25+atr_expand,176,0.63068182,1.26508033,25,0.56000000,1.15696370,0.37067332,46,0.60869565,1.38045287,0.46456843
d1,50,3,volatility+close_near_high+elliott_pullback_bull,127,0.62992126,1.26355473,19,0.57894737,1.19610908,0.36275904,37,0.70270270,1.59365022,0.54216864
d1,50,3,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,0.62962963,1.26296975,58,0.46551724,0.96176169,0.34332022,38,0.60526316,1.37266836,0.44717868
d1,50,3,price200_bull+adx25+atr_expand,204,0.62745098,1.25859962,24,0.54166667,1.11908691,0.35074865,46,0.56521739,1.28184909,0.42247434
d1,50,3,price200_bull+volatility+nr7,212,0.62735849,1.25841409,35,0.65714286,1.35766148,0.49151950,53,0.77358491,1.75440304,0.64473730
d1,50,3,price200_bull+adx_up3+volatility+close_near_high,166,0.62650602,1.25670413,22,0.63636364,1.31473147,0.42951708,31,0.61290323,1.38999517,0.43824109
d1,50,3,price200_bull+adx25+atr_expand+mtf_volatility,190,0.62631579,1.25632254,24,0.54166667,1.11908691,0.35074865,45,0.57777778,1.31033463,0.43300789
d1,50,3,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,0.62601626,1.25572172,65,0.38461538,0.79461792,0.27595007,30,0.53333333,1.20953966,0.36142300
d1,50,3,sma_stack_bull+rci_bull+atr_expand,147,0.62585034,1.25538890,32,0.71875000,1.48494224,0.54625491,45,0.57777778,1.31033463,0.43300789
d1,50,3,sma_stack_bull+atr_expand,251,0.62549801,1.25468216,49,0.69387755,1.43355560,0.55472106,84,0.54761905,1.24193804,0.44143037
d1,50,3,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,0.62411348,1.25190494,53,0.47169811,0.97453142,0.34382243,24,0.54166667,1.22843871,0.35074865
d1,50,3,adx25+atr_expand+mtf_volatility,303,0.62376238,1.25120067,47,0.57446809,1.18685486,0.43281919,67,0.58208955,1.32011324,0.46269932
d1,50,3,trend_bull+adx_up3+volatility+mtf_price200_bull,279,0.62365591,1.25098712,40,0.75000000,1.54950495,0.59806039,48,0.41666667,0.94495286,0.28849668
d1,50,3,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,0.62352941,1.25073337,28,0.53571429,1.10678925,0.35812689,39,0.58974359,1.33747174,0.43418623
d1,50,3,price200_bull+rci_bull+volatility+nr7,130,0.62307692,1.24982572,27,0.74074074,1.53037526,0.55321429,26,0.69230769,1.57007552,0.50011742
d1,50,3,price200_bull+volatility+inside_bar+mtf_volatility,225,0.62222222,1.24811129,22,0.72727273,1.50255026,0.51848266,34,0.44117647,1.00053832,0.28883482
d1,50,3,adx_up3+volatility+inside_bar,169,0.62130178,1.24626497,29,0.65517241,1.35359053,0.47345104,45,0.51111111,1.15914217,0.37004465
d1,50,3,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,0.62105263,1.24576521,90,0.43333333,0.89526953,0.33576573,36,0.47222222,1.07094657,0.31986042
d1,50,3,trend_bull+volatility+close_near_high+cross_target_relative_up,211,0.62085308,1.24536493,32,0.62500000,1.29125413,0.45254407,26,0.57692308,1.30839626,0.38948614
d1,50,3,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,0.62055336,1.24476373,59,0.44067797,0.91044359,0.32150212,70,0.58571429,1.32833373,0.46881212
d1,50,3,price200_bull+adx_up3+volatility,466,0.62017167,1.24399810,73,0.68493151,1.41507301,0.57140907,101,0.53465347,1.21253357,0.43789671
d1,50,3,sma_stack_bull+adx25+inside_bar+mtf_volatility,168,0.61904762,1.24174337,32,0.50000000,1.03300330,0.33630883,29,0.48275862,1.09484193,0.31386090
d1,50,3,sma_stack_bull+volatility+strong_close_bull+mtf_volatility,147,0.61904762,1.24174337,30,0.63333333,1.30847085,0.45513564,26,0.50000000,1.13394343,0.32060594
d1,50,3,trend_bull+rci_bull+volatility+strong_close_bull,275,0.61818182,1.24000667,36,0.58333333,1.20517052,0.42200252,55,0.45454545,1.03085766,0.33025280
d1,50,3,trend_bull+bb_expand+elliott_wave5_bull+cross_group_bull,178,0.61797753,1.23959688,60,0.41666667,0.86083608,0.30064279,17,0.52941176,1.20064598,0.30963235
d1,50,3,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,0.61780105,1.23924288,64,0.40625000,0.83931518,0.29456909,26,0.53846154,1.22116985,0.35457939
d1,50,3,trend_bull+rci_bull+volatility+close_near_high,358,0.61731844,1.23827481,48,0.56250000,1.16212871,0.42275017,68,0.44117647,1.00053832,0.32946234
d1,50,3,sma_stack_bull+adx_up3+mtf_volatility,339,0.61651917,1.23667158,80,0.41250000,0.85222772,0.31105858,98,0.52040816,1.18022683,0.42260806
d1,50,3,adx25+atr_expand,323,0.61609907,1.23582890,47,0.57446809,1.18685486,0.43281919,69,0.57971014,1.31471702,0.46207405
d1,50,3,adx_up3+bb_expand+inside_bar+mtf_volatility,156,0.61538462,1.23439578,24,0.66666667,1.37733773,0.46706317,36,0.52777778,1.19694028,0.37005938
d1,50,3,trend_bull+volatility+inside_bar+mtf_volatility,187,0.61497326,1.23357065,18,0.66666667,1.37733773,0.43749467,27,0.44444444,1.00794971,0.27585858
d1,50,3,sma_stack_bull+volatility+mtf_volatility,784,0.61479592,1.23321491,111,0.54954955,1.13537300,0.45688031,148,0.54054054,1.22588479,0.46024159
d1,50,3,adx25+volatility+elliott_pullback_bull+mtf_di_bull,241,0.61410788,1.23183479,19,0.57894737,1.19610908,0.36275904,44,0.50000000,1.13394343,0.35831761
d1,50,3,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.61386139,1.23134034,99,0.41414141,0.85561890,0.32209499,40,0.50000000,1.13394343,0.35199527
d1,50,3,sma_stack_bull+elliott_wave5_bull+mtf_price200_bull+cross_group_bull,202,0.61386139,1.23134034,99,0.41414141,0.85561890,0.32209499,40,0.50000000,1.13394343,0.35199527
d1,50,3,volatility+nr7,378,0.61375661,1.23113018,72,0.61111111,1.26255959,0.49562355,80,0.78750000,1.78596090,0.68577844
d1,50,5,bb_expand+pin_bull,120,0.85833333,1.40957346,19,0.57894737,0.96175423,0.36275904,20,0.65000000,1.14909209,0.43285428
d1,50,5,sma_stack_bull+volatility+nr4+mtf_volatility,155,0.82580645,1.35615712,24,0.66666667,1.10747457,0.46706317,31,0.90322581,1.59675327,0.75100062
d1,50,5,pin_bull+mtf_volatility,161,0.80745342,1.32601737,43,0.74418605,1.23625068,0.59761597,27,0.81481481,1.44045732,0.63301316
d1,50,5,rci_bull+pin_bull+cross_group_return_up,134,0.80597015,1.32358151,32,0.68750000,1.14208315,0.51433322,30,0.63333333,1.11962819,0.45513564
d1,50,5,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,0.80487805,1.32178804,24,0.62500000,1.03825741,0.42709962,30,0.63333333,1.11962819,0.45513564
d1,50,5,trend_bull+pin_bull+cross_group_bull,128,0.80468750,1.32147512,26,0.61538462,1.02228422,0.42534850,27,0.70370370,1.24403132,0.51519317
d1,50,5,rci_bull+pin_bull+mtf_di_bull,136,0.80147059,1.31619224,35,0.71428571,1.18657990,0.54945065,20,0.65000000,1.14909209,0.43285428
d1,50,5,adx25+volatility+nr4+mtf_volatility,201,0.80099502,1.31541126,28,0.75000000,1.24590889,0.56644330,34,0.88235294,1.55985351,0.73379157
d1,50,5,pin_bull+mtf_di_bull,189,0.79894180,1.31203941,57,0.77192982,1.28233897,0.64793989,26,0.69230769,1.22388506,0.50011742
d1,50,5,trend_bull+volatility+nr4+mtf_volatility,174,0.79885057,1.31188960,29,0.72413793,1.20294651,0.54282868,25,0.92000000,1.62640726,0.75033891
d1,50,5,trend_bull+pin_bull+cross_group_return_up,144,0.79861111,1.31149634,26,0.61538462,1.02228422,0.42534850,31,0.64516129,1.14053805,0.46947954
d1,50,5,trend_bull+pin_bull+mtf_di_bull,124,0.79838710,1.31112846,30,0.66666667,1.10747457,0.48780052,22,0.63636364,1.12498526,0.42951708
d1,50,5,adx_up3+atr_expand+mtf_volatility,218,0.79816514,1.31076396,37,0.83783784,1.39182615,0.68863516,59,0.59322034,1.04871507,0.46593401
d1,50,5,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,0.79629630,1.30769490,71,0.71830986,1.19326485,0.60457983,22,0.81818182,1.44640962,0.61483393
d1,50,5,volatility+pin_bull,166,0.79518072,1.30586289,34,0.85294118,1.41691599,0.69871944,36,0.72222222,1.27676899,0.56007510
d1,50,5,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.79500000,1.30556610,23,0.82608696,1.37230544,0.62862352,57,0.73684211,1.30261451,0.61023421
d1,50,5,price200_bull+volatility+nr4+mtf_volatility,211,0.79146919,1.29976773,36,0.77777778,1.29205366,0.61915297,32,0.90625000,1.60209955,0.75781845
d1,50,5,rci_bull+volatility+nr4+cross_target_relative_up,158,0.79113924,1.29922588,65,0.72307692,1.20118396,0.60419362,27,0.77777778,1.37498199,0.59243071
d1,50,5,pin_bull+mtf_di_bull+cross_group_return_up,129,0.79069767,1.29850073,32,0.68750000,1.14208315,0.51433322,17,0.70588235,1.24788281,0.46866890
d1,50,5,nr4+elliott_pullback_bull+mtf_volatility,171,0.78947368,1.29649066,33,0.63636364,1.05713482,0.46616178,24,0.79166667,1.39953524,0.59529547
d1,50,5,price200_bull+pin_bull+mtf_di_bull,155,0.78709677,1.29258725,35,0.68571429,1.13911670,0.52020236,25,0.68000000,1.20212711,0.48410269
d1,50,5,adx_up3+atr_expand,229,0.78602620,1.29082913,38,0.81578947,1.35519914,0.66581142,60,0.60000000,1.06070039,0.47366053
d1,50,5,sma_stack_bull+pin_bull,195,0.78461538,1.28851226,51,0.72549020,1.20519291,0.59053349,63,0.71428571,1.26273856,0.59297283
d1,50,5,price200_bull+rci_bull+pin_bull,202,0.78217822,1.28450989,51,0.76470588,1.27033848,0.63237775,52,0.67307692,1.18988826,0.53756189
d1,50,5,rci_bull+pin_bull,237,0.78059072,1.28190286,68,0.80882353,1.34362723,0.69989359,52,0.67307692,1.18988826,0.53756189
d1,50,5,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,0.78048780,1.28173386,62,0.50000000,0.83060593,0.37922741,26,0.57692308,1.01990422,0.38948614
d1,50,5,volatility+nr4+mtf_di_bull+cross_group_bull,141,0.78014184,1.28116572,62,0.66129032,1.09854332,0.53717700,25,0.88000000,1.55569390,0.70044206
d1,50,5,sma_stack_bull+volatility+nr4+mtf_di_bull,176,0.77840909,1.27832015,35,0.65714286,1.09165350,0.49151950,23,0.82608696,1.46038459,0.62862352
d1,50,5,bb_expand+nr4+mtf_di_bull+cross_group_bull,121,0.77685950,1.27577539,61,0.72131148,1.19825117,0.59828569,25,0.56000000,0.98998703,0.37067332
d1,50,5,price200_bull+pin_bull+cross_group_return_up,179,0.77653631,1.27524463,29,0.62068966,1.03109701,0.44002544,40,0.70000000,1.23748379,0.54569981
d1,50,5,price200_bull+pin_bull+cross_target_relative_up,143,0.77622378,1.27473138,40,0.70000000,1.16284830,0.54569981,28,0.71428571,1.26273856,0.52940712
d1,50,5,price200_bull+volatility+nr4+mtf_di_bull,298,0.77516779,1.27299721,57,0.73684211,1.22405084,0.61023421,50,0.80000000,1.41426719,0.66962894
d1,50,5,trend_bull+nr4+close_near_high+mtf_volatility,120,0.77500000,1.27272167,38,0.76315789,1.26776694,0.60793188,25,0.76000000,1.34355383,0.56570317
d1,50,5,volatility+nr4+mtf_volatility,364,0.77472527,1.27227051,72,0.81944444,1.36127082,0.71519658,53,0.83018868,1.46763576,0.70774720
d1,50,5,price200_bull+pin_bull+cross_group_bull,159,0.77358491,1.27039777,29,0.62068966,1.03109701,0.44002544,35,0.74285714,1.31324810,0.57930693
d1,50,5,pin_bull+cross_group_bull,185,0.77297297,1.26939284,46,0.69565217,1.15562564,0.55194354,37,0.75675676,1.33782031,0.59882708
d1,50,5,pin_bull+cross_group_return_up,211,0.77251185,1.26863557,48,0.68750000,1.14208315,0.54666929,42,0.71428571,1.26273856,0.56432791
d1,50,5,trend_bull+pin_bull,246,0.77235772,1.26838247,55,0.72727273,1.20815408,0.59767802,64,0.71875000,1.27063067,0.59866070
d1,50,5,price200_bull+volatility+nr4+mtf_di_strong_bull,206,0.77184466,1.26753990,40,0.75000000,1.24590889,0.59806039,26,0.76923077,1.35987229,0.57948446
d1,50,5,trend_bull+rci_bull+pin_bull,162,0.77160494,1.26714622,42,0.71428571,1.18657990,0.56432791,42,0.64285714,1.13646470,0.49166366
d1,50,5,adx_up3+volatility+nr4,209,0.77033493,1.26506059,35,0.85714286,1.42389587,0.70624446,59,0.84745763,1.49816439,0.73482016
d1,50,5,price200_bull+pin_bull,327,0.76758410,1.26054311,65,0.75384615,1.25229817,0.63694217,81,0.74074074,1.30950665,0.63595651
d1,50,5,volatility+nr4+mtf_di_strong_bull+cross_group_return_up,129,0.76744186,1.26030953,49,0.69387755,1.15267761,0.55472106,19,0.94736842,1.67479009,0.75361269
d1,50,5,trend_bull+adx_up3+volatility+mtf_volatility,206,0.76699029,1.25956795,26,0.84615385,1.40564080,0.66468801,47,0.70212766,1.24124514,0.56022326
d1,50,5,rci_bull+bb_expand+nr4+cross_group_bull,124,0.76612903,1.25815357,65,0.69230769,1.15006974,0.57202357,26,0.61538462,1.08789783,0.42534850
d1,50,5,sma_stack_bull+rci_bull+volatility+nr4,212,0.76415094,1.25490511,44,0.75000000,1.24590889,0.60559434,42,0.66666667,1.17855599,0.51552507
d1,50,5,price200_bull+bb_expand+nr4+close_near_high,127,0.76377953,1.25429517,33,0.81818182,1.35917333,0.65611768,22,0.59090909,1.04462917,0.38734818
d1,50,5,trend_bull+volatility+nr4+mtf_di_bull,219,0.76255708,1.25228763,39,0.66666667,1.10747457,0.50977394,27,0.77777778,1.37498199,0.59243071
d1,50,5,trend_bull+rci_bull+volatility+nr4,265,0.76226415,1.25180658,49,0.77551020,1.28828674,0.64121213,52,0.69230769,1.22388506,0.55730411
d1,50,5,trend_bull+volatility+nr4+mtf_di_strong_bull,150,0.76000000,1.24808835,27,0.70370370,1.16900093,0.51519317,16,0.68750000,1.21538586,0.44404356
d1,50,5,pin_bull+cross_target_relative_up,179,0.75977654,1.24772137,60,0.76666667,1.27359575,0.64563730,30,0.73333333,1.29641159,0.55552038
d1,50,5,price200_bull+rci_bull+volatility+nr4,345,0.75942029,1.24713633,65,0.76923077,1.27785527,0.65355291,70,0.70000000,1.23748379,0.58455683
d1,50,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,0.75935829,1.24703451,93,0.53763441,0.89312465,0.43682930,35,0.54285714,0.95968130,0.38189725
d1,50,5,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,0.75886525,1.24622483,53,0.52830189,0.87762136,0.39660081,24,0.54166667,0.95757674,0.35074865
d1,50,5,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,0.75862069,1.24582321,17,0.76470588,1.27033848,0.52738202,45,0.82222222,1.45355239,0.68670175
d1,50,5,price200_bull+volatility+nr4+elliott_pullback_bull,127,0.75590551,1.24136429,14,0.78571429,1.30523788,0.52410769,31,0.77419355,1.36864566,0.60187582
d1,50,5,trend_bull+volatility+nr4+close_near_high,122,0.75409836,1.23839655,30,0.56666667,0.94135338,0.39197307,23,0.69565217,1.22979755,0.49134244
d1,50,5,price200_bull+rci_bull+volatility+nr7,130,0.75384615,1.23798237,27,0.77777778,1.29205366,0.59243071,26,0.73076923,1.29187868,0.53916960
d1,50,5,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,0.75308642,1.23673472,58,0.55172414,0.91653068,0.42452083,38,0.63157895,1.11652673,0.47283960
d1,50,5,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,0.75263158,1.23598777,90,0.56666667,0.94135338,0.46364098,36,0.52777778,0.93302349,0.37005938
d1,50,5,sma_stack_bull+nr4+mtf_volatility,319,0.75235110,1.23552715,93,0.63440860,1.05388709,0.53301092,66,0.78787879,1.39283889,0.67486929
d1,50,5,adx25+volatility+nr4+mtf_di_bull,250,0.75200000,1.23495057,35,0.77142857,1.28150629,0.60982683,37,0.86486486,1.52893750,0.72022588
d1,50,5,adx_up3+volatility+mtf_volatility,546,0.75091575,1.23317000,81,0.83950617,1.39459761,0.74452951,120,0.72500000,1.28167964,0.63907034
d1,50,5,volatility+nr4+mtf_di_strong_bull,309,0.75080906,1.23299479,72,0.70833333,1.17669173,0.59494257,39,0.79487179,1.40520137,0.64466032
d1,50,5,rci_bull+volatility+nr4+mtf_di_strong_bull,236,0.75000000,1.23166613,52,0.71153846,1.18201613,0.57727212,24,0.75000000,1.32587549,0.55100556
d1,50,5,trend_bull+nr7+mtf_volatility,128,0.75000000,1.23166613,24,0.54166667,0.89982309,0.35074865,26,0.80769231,1.42786591,0.62123743
d1,50,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,0.74869110,1.22951663,64,0.54687500,0.90847523,0.42573597,26,0.61538462,1.08789783,0.42534850
d1,50,5,adx25+nr7+mtf_volatility,139,0.74820144,1.22871249,18,0.55555556,0.92289547,0.33716416,25,0.80000000,1.41426719,0.60869050
d1,50,5,price200_bull+volatility+nr4+cross_group_bull,135,0.74814815,1.22862498,55,0.67272727,1.11754252,0.54103224,31,0.80645161,1.42567257,0.63719742
